"Pop","position","variable","value","winlens"
"All",168000.5,"Pi",3.36033277433401e-05,9925
"All",169000.5,"Pi",3.36033277433401e-05,9925
"All",170000.5,"Pi",4.60416284759234e-05,9925
"All",171000.5,"Pi",4.5923742873742e-05,9927
"All",172000.5,"Pi",4.79693765823925e-05,9897
"All",173000.5,"Pi",4.79839215722598e-05,9894
"All",174000.5,"Pi",4.42062320616504e-05,9894
"All",175000.5,"Pi",5.36794687204014e-05,9892
"All",176000.5,"Pi",4.82276432381084e-05,9844
"All",177000.5,"Pi",4.99616239437491e-05,9880
"All",178000.5,"Pi",4.99616239437491e-05,9880
"All",179000.5,"Pi",6.16518250173242e-05,9837
"All",180000.5,"Pi",4.38595649975097e-05,9837
"All",181000.5,"Pi",4.20145770488431e-05,9837
"All",182000.5,"Pi",3.80623842477821e-05,9867
"All",183000.5,"Pi",4.56973904241209e-05,9870
"All",184000.5,"Pi",4.76728932973336e-05,9461
"All",185000.5,"Pi",5.66446952470771e-05,9463
"All",186000.5,"Pi",6.8261623203964e-05,9511
"All",187000.5,"Pi",6.60209859409929e-05,9548
"All",188000.5,"Pi",9.70615496332736e-05,9490
"All",189000.5,"Pi",0.000115006009092414,9478
"All",190000.5,"Pi",0.000111309135472129,9457
"All",191000.5,"Pi",0.000111347137908276,9457
"All",192000.5,"Pi",0.000115337393703623,9457
"All",193000.5,"Pi",0.000105361754215254,9457
"All",194000.5,"Pi",9.90815107526206e-05,9866
"All",195000.5,"Pi",8.85176732091427e-05,9866
"All",196000.5,"Pi",7.89555788809945e-05,9866
"All",197000.5,"Pi",8.84448191571187e-05,9866
"All",198000.5,"Pi",6.0531920402788e-05,9924
"All",199000.5,"Pi",3.57084108433641e-05,9979
"All",200000.5,"Pi",3.37466307277628e-05,10000
"All",201000.5,"Pi",2.81735915029313e-05,9969
"All",202000.5,"Pi",2.62809318050377e-05,9969
"All",203000.5,"Pi",4.46307182093781e-05,9969
"All",204000.5,"Pi",5.76630321291601e-05,9969
"All",205000.5,"Pi",6.13401995422107e-05,9969
"All",206000.5,"Pi",6.13401995422107e-05,9969
"All",207000.5,"Pi",5.19490023745669e-05,9969
"All",208000.5,"Pi",6.84421797419259e-05,9969
"All",209000.5,"Pi",7.44562538726487e-05,9924
"All",210000.5,"Pi",8.27625295062909e-05,8928
"All",211000.5,"Pi",9.28387816851571e-05,7959
"All",212000.5,"Pi",0.000103468305633548,6959
"All",213000.5,"Pi",9.01337335524406e-05,5959
"All",214000.5,"Pi",8.18797065700154e-05,4973
"All",215000.5,"Pi",0.000113577253597115,4180
"All",216000.5,"Pi",0.000156332112766787,3392
"All",217000.5,"Pi",0.000232597900487918,2843
"All",218000.5,"Pi",0.000259352914478376,1843
"All",219000.5,"Pi",0.000432440526780149,888
"All",220000.5,"Pi",0.000434397271245218,884
"All",221000.5,"Pi",0.000434397271245218,884
"All",222000.5,"Pi",0.000434397271245218,884
"All",223000.5,"Pi",0.000434397271245218,884
"All",224000.5,"Pi",0.000441387572161808,870
"All",225000.5,"Pi",0.000309790098913295,663
"All",226000.5,"Pi",0.000290459655392927,451
"All",227000.5,"Pi",NA,0
"All",228000.5,"Pi",NA,0
"All",229000.5,"Pi",NA,0
"All",230000.5,"Pi",NA,0
"All",231000.5,"Pi",NA,0
"All",232000.5,"Pi",NA,0
"All",233000.5,"Pi",NA,0
"All",234000.5,"Pi",NA,0
"All",235000.5,"Pi",NA,0
"All",236000.5,"Pi",0.00185890882052235,58
"All",237000.5,"Pi",0.000355861774351106,917
"All",238000.5,"Pi",0.000416425584359991,1528
"All",239000.5,"Pi",0.000358210069672153,1829
"All",240000.5,"Pi",0.00038076935875678,2160
"All",241000.5,"Pi",0.00035916385753242,2394
"All",242000.5,"Pi",0.000338354331713868,2597
"All",243000.5,"Pi",0.000333221918642744,2637
"All",244000.5,"Pi",0.000333095602524987,2638
"All",245000.5,"Pi",0.000333095602524987,2638
"All",246000.5,"Pi",0.00047700518314268,3132
"All",247000.5,"Pi",0.000643303890311678,2888
"All",248000.5,"Pi",0.0010094239387362,2465
"All",249000.5,"Pi",0.00114111002054363,2164
"All",250000.5,"Pi",0.00125590097488933,1833
"All",251000.5,"Pi",0.00113735384428473,2189
"All",252000.5,"Pi",0.00101702106419088,2448
"All",253000.5,"Pi",0.000935521167799601,3012
"All",254000.5,"Pi",0.000935831868951311,3011
"All",255000.5,"Pi",0.000935831868951311,3011
"All",256000.5,"Pi",0.00085184994374955,2459
"All",257000.5,"Pi",0.000737061652295535,2231
"All",258000.5,"Pi",0.000497840066689947,2771
"All",259000.5,"Pi",0.000575593875847759,3548
"All",260000.5,"Pi",0.00044903409663761,4548
"All",261000.5,"Pi",0.000377868882184154,4958
"All",262000.5,"Pi",0.000347745590779774,5496
"All",263000.5,"Pi",0.000348375654044169,5892
"All",264000.5,"Pi",0.000299697671722623,6849
"All",265000.5,"Pi",0.000261514760304274,7849
"All",266000.5,"Pi",0.000234093940349932,8849
"All",267000.5,"Pi",0.000214911284837896,9286
"All",268000.5,"Pi",0.000151554872332855,8711
"All",269000.5,"Pi",7.77791253861049e-05,8934
"All",270000.5,"Pi",8.61849525459574e-05,8930
"All",271000.5,"Pi",8.4729057049716e-05,8865
"All",272000.5,"Pi",8.26006955688021e-05,8865
"All",273000.5,"Pi",3.17632613389725e-05,8865
"All",274000.5,"Pi",3.16099362112698e-05,8908
"All",275000.5,"Pi",3.79238545483007e-05,8908
"All",276000.5,"Pi",3.803058609887e-05,8883
"All",277000.5,"Pi",3.75111810255677e-05,9006
"All",278000.5,"Pi",4.41151882290903e-05,9780
"All",279000.5,"Pi",4.41151882290903e-05,9780
"All",280000.5,"Pi",4.02852260133443e-05,9782
"All",281000.5,"Pi",4.00193034287127e-05,9847
"All",282000.5,"Pi",5.40342715241305e-05,9847
"All",283000.5,"Pi",5.40342715241305e-05,9847
"All",284000.5,"Pi",0.000165984209045172,9843
"All",285000.5,"Pi",0.000162186946013782,9843
"All",286000.5,"Pi",0.000159864023620324,9868
"All",287000.5,"Pi",0.000157144405765113,9921
"All",288000.5,"Pi",0.000146628857817835,9994
"All",289000.5,"Pi",0.00014851678302579,9994
"All",290000.5,"Pi",0.000150374615254907,9996
"All",291000.5,"Pi",0.000148487067783088,9996
"All",292000.5,"Pi",0.000136568553746746,9996
"All",293000.5,"Pi",0.000134681006274927,9996
"All",294000.5,"Pi",2.63511218684563e-05,9997
"All",295000.5,"Pi",3.85560412058928e-05,9997
"All",296000.5,"Pi",9.10246119658e-05,9997
"All",297000.5,"Pi",9.46914802203464e-05,9997
"All",298000.5,"Pi",9.46914802203464e-05,9997
"All",299000.5,"Pi",0.000118148652142813,9997
"All",300000.5,"Pi",0.000114409884510726,9997
"All",301000.5,"Pi",0.000121959319152439,9997
"All",302000.5,"Pi",0.000120518010947654,9960
"All",303000.5,"Pi",0.000159597463962017,9907
"All",304000.5,"Pi",0.000160651501267191,9842
"All",305000.5,"Pi",0.000165935621620367,9756
"All",306000.5,"Pi",0.000116038896238019,9756
"All",307000.5,"Pi",0.000108413483056663,9756
"All",308000.5,"Pi",0.00011034746466063,9756
"All",309000.5,"Pi",8.05457290871202e-05,9756
"All",310000.5,"Pi",7.88542266549087e-05,9726
"All",311000.5,"Pi",6.9154491651669e-05,9726
"All",312000.5,"Pi",6.50272187593495e-05,9763
"All",313000.5,"Pi",3.37849301507634e-05,9744
"All",314000.5,"Pi",3.1627847009859e-05,9812
"All",315000.5,"Pi",1.52135792268924e-05,9898
"All",316000.5,"Pi",1.33073431662436e-05,9898
"All",317000.5,"Pi",1.70835060292431e-05,9898
"All",318000.5,"Pi",2.07870503756465e-05,9898
"All",319000.5,"Pi",2.26932864362953e-05,9898
"All",320000.5,"Pi",3.53850508929341e-05,9928
"All",321000.5,"Pi",3.56110273963557e-05,9865
"All",322000.5,"Pi",3.94362528455807e-05,9865
"All",323000.5,"Pi",3.53891691963051e-05,9937
"All",324000.5,"Pi",3.72879238031585e-05,9937
"All",325000.5,"Pi",4.09769327536164e-05,9937
"All",326000.5,"Pi",4.47744419673232e-05,9937
"All",327000.5,"Pi",4.2911854114886e-05,9937
"All",328000.5,"Pi",4.31797283074091e-05,9892
"All",329000.5,"Pi",7.78579366956481e-05,9892
"All",330000.5,"Pi",6.50511598943341e-05,9892
"All",331000.5,"Pi",7.032544924758e-05,9955
"All",332000.5,"Pi",7.03749343847666e-05,9948
"All",333000.5,"Pi",7.03749343847666e-05,9948
"All",334000.5,"Pi",6.84782793256289e-05,9948
"All",335000.5,"Pi",7.0447187910829e-05,9948
"All",336000.5,"Pi",6.66538777925536e-05,9948
"All",337000.5,"Pi",8.27122239599195e-05,9948
"All",338000.5,"Pi",7.67113799066355e-05,9993
"All",339000.5,"Pi",4.05036590433636e-05,9991
"All",340000.5,"Pi",4.25283644974945e-05,9959
"All",341000.5,"Pi",3.87392441986087e-05,9959
"All",342000.5,"Pi",3.4925575347917e-05,9966
"All",343000.5,"Pi",3.48895138349093e-05,9966
"All",344000.5,"Pi",3.67827432678114e-05,9966
"All",345000.5,"Pi",3.11391164821129e-05,9966
"All",346000.5,"Pi",3.4925575347917e-05,9966
"All",347000.5,"Pi",1.70030033831108e-05,9966
"All",348000.5,"Pi",2.07534007359073e-05,9966
"All",349000.5,"Pi",2.99971589229289e-05,9968
"All",350000.5,"Pi",5.70284766746701e-05,9998
"All",351000.5,"Pi",6.0839327346873e-05,9992
"All",352000.5,"Pi",6.0839327346873e-05,9992
"All",353000.5,"Pi",6.08752950248788e-05,9992
"All",354000.5,"Pi",6.64323012767806e-05,9992
"All",355000.5,"Pi",7.57659137192953e-05,9992
"All",356000.5,"Pi",7.0101004433376e-05,9992
"All",357000.5,"Pi",7.19893075286824e-05,9992
"All",358000.5,"Pi",6.83307315439504e-05,9980
"All",359000.5,"Pi",6.8438764321095e-05,9980
"All",360000.5,"Pi",4.12602522816001e-05,9982
"All",361000.5,"Pi",3.55682884151008e-05,9988
"All",362000.5,"Pi",3.80207306116188e-05,9840
"All",363000.5,"Pi",3.41857866018013e-05,9840
"All",364000.5,"Pi",2.76074403755975e-05,9490
"All",365000.5,"Pi",1.97682906393167e-05,9490
"All",366000.5,"Pi",2.93367211659235e-05,9488
"All",367000.5,"Pi",2.94546889335748e-05,9450
"All",368000.5,"Pi",4.84820315974629e-05,9418
"All",369000.5,"Pi",4.29281994130261e-05,9343
"All",370000.5,"Pi",4.29281994130261e-05,9343
"All",371000.5,"Pi",9.07223640820986e-05,9343
"All",372000.5,"Pi",8.99235144938519e-05,9426
"All",373000.5,"Pi",8.99425984315628e-05,9424
"All",374000.5,"Pi",9.63003777556055e-05,9774
"All",375000.5,"Pi",9.9194939220125e-05,9679
"All",376000.5,"Pi",9.95085547008882e-05,9681
"All",377000.5,"Pi",0.000107127360644788,9697
"All",378000.5,"Pi",9.84465023321739e-05,9696
"All",379000.5,"Pi",9.78209967834349e-05,9758
"All",380000.5,"Pi",9.9754581998469e-05,9758
"All",381000.5,"Pi",5.85259852487322e-05,9647
"All",382000.5,"Pi",5.74818048416071e-05,9494
"All",383000.5,"Pi",7.08105403627649e-05,9496
"All",384000.5,"Pi",6.09515634709957e-05,9496
"All",385000.5,"Pi",5.64133247486155e-05,9591
"All",386000.5,"Pi",5.05490369218747e-05,9591
"All",387000.5,"Pi",4.279156544057e-05,9566
"All",388000.5,"Pi",3.85901038258891e-05,9611
"All",389000.5,"Pi",3.48487069889138e-05,9560
"All",390000.5,"Pi",5.15587935655829e-05,9560
"All",391000.5,"Pi",5.29180013458044e-05,9671
"All",392000.5,"Pi",6.39462600790225e-05,9751
"All",393000.5,"Pi",7.94260463805726e-05,9751
"All",394000.5,"Pi",9.80017899424327e-05,9751
"All",395000.5,"Pi",9.60668166547389e-05,9751
"All",396000.5,"Pi",9.60299600206876e-05,9751
"All",397000.5,"Pi",9.74950055817541e-05,9798
"All",398000.5,"Pi",0.000110314608460168,9798
"All",399000.5,"Pi",0.000109598715645176,9862
"All",400000.5,"Pi",0.000127345872592541,9862
"All",401000.5,"Pi",0.0001216062889802,9862
"All",402000.5,"Pi",0.000110637915543576,10000
"All",403000.5,"Pi",8.66486972147349e-05,10000
"All",404000.5,"Pi",7.04222821203953e-05,10000
"All",405000.5,"Pi",7.43155956559358e-05,9730
"All",406000.5,"Pi",7.45671134581416e-05,9702
"All",407000.5,"Pi",9.03958458450501e-05,9663
"All",408000.5,"Pi",0.000100310271788662,9609
"All",409000.5,"Pi",0.000117383962717642,9609
"All",410000.5,"Pi",8.17034592948872e-05,9477
"All",411000.5,"Pi",8.36943767295503e-05,9477
"All",412000.5,"Pi",8.17034592948872e-05,9477
"All",413000.5,"Pi",7.77216244255611e-05,9477
"All",414000.5,"Pi",7.60678230156588e-05,9435
"All",415000.5,"Pi",7.39515620971397e-05,9705
"All",416000.5,"Pi",7.3701892645033e-05,9733
"All",417000.5,"Pi",5.61223570360187e-05,9772
"All",418000.5,"Pi",3.24610650288196e-05,9693
"All",419000.5,"Pi",1.55353355192181e-05,9693
"All",420000.5,"Pi",2.6305682457302e-05,9823
"All",421000.5,"Pi",2.6305682457302e-05,9823
"All",422000.5,"Pi",3.58730481910773e-05,9823
"All",423000.5,"Pi",4.18227554929807e-05,9779
"All",424000.5,"Pi",6.74998357345375e-05,9818
"All",425000.5,"Pi",7.54286905265038e-05,9777
"All",426000.5,"Pi",7.95320782765417e-05,9738
"All",427000.5,"Pi",7.75945218452106e-05,9738
"All",428000.5,"Pi",8.40856027480464e-05,9871
"All",429000.5,"Pi",9.82502632635268e-05,9822
"All",430000.5,"Pi",8.94124725340632e-05,9587
"All",431000.5,"Pi",8.80228317572199e-05,9524
"All",432000.5,"Pi",8.01361970370841e-05,9524
"All",433000.5,"Pi",7.38517315004477e-05,9568
"All",434000.5,"Pi",6.45725597087998e-05,9571
"All",435000.5,"Pi",5.86179379517678e-05,9268
"All",436000.5,"Pi",5.62001100251324e-05,8343
"All",437000.5,"Pi",0.000511879113586077,7429
"All",438000.5,"Pi",0.000650983571070472,6456
"All",439000.5,"Pi",0.000738918225936888,5505
"All",440000.5,"Pi",0.000852933833843326,4747
"All",441000.5,"Pi",0.0010632554908756,3808
"All",442000.5,"Pi",0.00143518838487392,2808
"All",443000.5,"Pi",0.0032355881713398,1867
"All",444000.5,"Pi",0.00677705173314756,867
"All",445000.5,"Pi",0.0117514077052779,500
"All",446000.5,"Pi",0.00410968876761174,1464
"All",447000.5,"Pi",0.00114400663917111,2378
"All",448000.5,"Pi",0.000683055492698732,3233
"All",449000.5,"Pi",0.000527548592425944,4186
"All",450000.5,"Pi",0.000429461305904995,5186
"All",451000.5,"Pi",0.000360211278088841,6183
"All",452000.5,"Pi",0.000310063529503453,7183
"All",453000.5,"Pi",6.38574688907734e-05,8124
"All",454000.5,"Pi",9.07926056611258e-05,9124
"All",455000.5,"Pi",9.40140625476492e-05,9811
"All",456000.5,"Pi",8.67760357423455e-05,9654
"All",457000.5,"Pi",9.24428010168708e-05,8654
"All",458000.5,"Pi",0.000102782468247559,7967
"All",459000.5,"Pi",0.000104966276037665,7981
"All",460000.5,"Pi",0.00015272120342417,7981
"All",461000.5,"Pi",0.000156516925778529,7908
"All",462000.5,"Pi",0.000167180908734222,7740
"All",463000.5,"Pi",0.000130545514485839,7740
"All",464000.5,"Pi",9.05437500435307e-05,7740
"All",465000.5,"Pi",7.57290658430899e-05,7764
"All",466000.5,"Pi",8.93141424759074e-05,7921
"All",467000.5,"Pi",8.77221871568474e-05,8921
"All",468000.5,"Pi",8.04616113125885e-05,9726
"All",469000.5,"Pi",7.82561437747652e-05,9759
"All",470000.5,"Pi",7.24191561096827e-05,9759
"All",471000.5,"Pi",7.22267291235967e-05,9785
"All",472000.5,"Pi",6.96871212013696e-05,9876
"All",473000.5,"Pi",7.15787840857749e-05,9615
"All",474000.5,"Pi",7.54660914199371e-05,9615
"All",475000.5,"Pi",7.74284340645863e-05,9615
"All",476000.5,"Pi",5.91506140029968e-05,9615
"All",477000.5,"Pi",5.33009640241854e-05,9615
"All",478000.5,"Pi",5.13386213795362e-05,9615
"All",479000.5,"Pi",5.93853141525336e-05,9577
"All",480000.5,"Pi",2.36727833293847e-05,9534
"All",481000.5,"Pi",4.99797660744327e-05,9578
"All",482000.5,"Pi",4.76554407388306e-05,9653
"All",483000.5,"Pi",4.44976845797488e-05,9914
"All",484000.5,"Pi",5.19727922341697e-05,9878
"All",485000.5,"Pi",5.21575984648104e-05,9843
"All",486000.5,"Pi",5.59913736407327e-05,9843
"All",487000.5,"Pi",9.10549824971683e-05,9820
"All",488000.5,"Pi",9.53931597071139e-05,9769
"All",489000.5,"Pi",8.8355519037251e-05,9697
"All",490000.5,"Pi",9.18397656222615e-05,9740
"All",491000.5,"Pi",6.58431113581304e-05,9743
"All",492000.5,"Pi",6.8047584412621e-05,9702
"All",493000.5,"Pi",6.8047584412621e-05,9702
"All",494000.5,"Pi",7.1006829978685e-05,9738
"All",495000.5,"Pi",7.26463773480101e-05,9773
"All",496000.5,"Pi",6.87851424092396e-05,9773
"All",497000.5,"Pi",3.36055899743812e-05,9796
"All",498000.5,"Pi",2.95993206390205e-05,9847
"All",499000.5,"Pi",0.000105892383875112,9917
"All",500000.5,"Pi",0.000104368671830906,9881
"All",501000.5,"Pi",0.000110367873751416,9847
"All",502000.5,"Pi",0.000110654287462635,9651
"All",503000.5,"Pi",0.00011108014648449,9614
"All",504000.5,"Pi",0.000106149134486354,9612
"All",505000.5,"Pi",0.000104223568996377,9612
"All",506000.5,"Pi",0.000108149479218662,9612
"All",507000.5,"Pi",0.000108988550456047,9538
"All",508000.5,"Pi",0.000110966735036494,9538
"All",509000.5,"Pi",3.32635605292677e-05,9578
"All",510000.5,"Pi",3.51015505801569e-05,9614
"All",511000.5,"Pi",5.19438256861937e-05,9586
"All",512000.5,"Pi",4.87598563358321e-05,9825
"All",513000.5,"Pi",6.16413059065053e-05,9862
"All",514000.5,"Pi",5.80714523644662e-05,9837
"All",515000.5,"Pi",5.61533955861495e-05,9837
"All",516000.5,"Pi",6.36646638443584e-05,9828
"All",517000.5,"Pi",6.34258810200055e-05,9865
"All",518000.5,"Pi",6.3606416210466e-05,9837
"All",519000.5,"Pi",6.16883594321492e-05,9837
"All",520000.5,"Pi",5.78522458755157e-05,9837
"All",521000.5,"Pi",3.93734127082455e-05,9899
"All",522000.5,"Pi",4.87584078074446e-05,9899
"All",523000.5,"Pi",3.57428536756733e-05,9899
"All",524000.5,"Pi",3.55370080011673e-05,9926
"All",525000.5,"Pi",3.74378668091768e-05,9926
"All",526000.5,"Pi",4.84806327776504e-05,9889
"All",527000.5,"Pi",4.82999171406594e-05,9926
"All",528000.5,"Pi",4.68617270054826e-05,9828
"All",529000.5,"Pi",4.89808926786049e-05,9788
"All",530000.5,"Pi",5.09085514984151e-05,9788
"All",531000.5,"Pi",5.28362103182253e-05,9788
"All",532000.5,"Pi",4.54092647016822e-05,9343
"All",533000.5,"Pi",5.14676799414238e-05,9343
"All",534000.5,"Pi",4.95251404518558e-05,9343
"All",535000.5,"Pi",5.54859736306951e-05,9340
"All",536000.5,"Pi",3.19022878497858e-05,9384
"All",537000.5,"Pi",4.15725491728001e-05,9384
"All",538000.5,"Pi",4.10217456821826e-05,9510
