"Pop","position","variable","value","winlens"
"All",111000.5,"Pi",9.90430818380156e-05,9917
"All",112000.5,"Pi",9.19799700217482e-05,9858
"All",113000.5,"Pi",5.98555409540436e-05,9835
"All",114000.5,"Pi",9.99054023005832e-05,9835
"All",115000.5,"Pi",0.000107469564069501,9835
"All",116000.5,"Pi",0.000111726782167804,9798
"All",117000.5,"Pi",0.000151359345573028,9798
"All",118000.5,"Pi",0.000153174997482846,9798
"All",119000.5,"Pi",0.000174811314256155,9678
"All",120000.5,"Pi",0.00023805715935174,9674
"All",121000.5,"Pi",0.000225060700100544,9542
"All",122000.5,"Pi",0.000222888344614363,9635
"All",123000.5,"Pi",0.000228407562066766,9650
"All",124000.5,"Pi",0.000206471795874475,9650
"All",125000.5,"Pi",0.000221414639888309,9648
"All",126000.5,"Pi",0.000262174525255278,9732
"All",127000.5,"Pi",0.000247274639303856,9692
"All",128000.5,"Pi",0.000241545625016918,9692
"All",129000.5,"Pi",0.000221010340309773,9812
"All",130000.5,"Pi",0.000158660594837188,9816
"All",131000.5,"Pi",0.000149636592958536,9906
"All",132000.5,"Pi",0.00016328256544676,9876
"All",133000.5,"Pi",0.000160774420620717,9678
"All",134000.5,"Pi",0.000145846295643346,9678
"All",135000.5,"Pi",0.000119381761748829,9680
"All",136000.5,"Pi",7.27862395659483e-05,9653
"All",137000.5,"Pi",5.03508010384204e-05,9693
"All",138000.5,"Pi",5.22973526249573e-05,9693
"All",139000.5,"Pi",4.84413266249604e-05,9693
"All",140000.5,"Pi",4.28225661506622e-05,9643
"All",141000.5,"Pi",4.09380927553016e-05,9626
"All",142000.5,"Pi",3.47627756922594e-05,9656
"All",143000.5,"Pi",5.53298743049595e-05,9860
"All",144000.5,"Pi",8.9027152825997e-05,9860
"All",145000.5,"Pi",0.000127845542901611,9860
"All",146000.5,"Pi",0.000196524409565739,9887
"All",147000.5,"Pi",0.000214015536259073,9885
"All",148000.5,"Pi",0.000263062101720331,9831
"All",149000.5,"Pi",0.000266863999799669,9831
"All",150000.5,"Pi",0.000265513610164006,9881
"All",151000.5,"Pi",0.000277978745461684,9776
"All",152000.5,"Pi",0.000295013518040298,8776
"All",153000.5,"Pi",0.000303378857484692,7780
"All",154000.5,"Pi",0.000293554055450866,6780
"All",155000.5,"Pi",0.000278122347718222,5780
"All",156000.5,"Pi",0.000193528741724842,4780
"All",157000.5,"Pi",0.000173080545465149,4021
"All",158000.5,"Pi",5.99275709820912e-05,4075
"All",159000.5,"Pi",9.68366047657632e-05,4075
"All",160000.5,"Pi",0.000106096935822599,4075
"All",161000.5,"Pi",7.54912070768341e-05,4237
"All",162000.5,"Pi",8.61229319898293e-05,5235
"All",163000.5,"Pi",0.000104094215146136,6092
"All",164000.5,"Pi",9.01281919656425e-05,7036
"All",165000.5,"Pi",8.3608487770889e-05,8036
"All",166000.5,"Pi",7.85405264840584e-05,9035
"All",167000.5,"Pi",8.18624072310178e-05,9598
"All",168000.5,"Pi",9.54007851814657e-05,9594
"All",169000.5,"Pi",7.7794693024062e-05,9594
"All",170000.5,"Pi",7.7794693024062e-05,9594
"All",171000.5,"Pi",9.18229652314216e-05,9596
"All",172000.5,"Pi",8.01212538348419e-05,9598
"All",173000.5,"Pi",6.01288763580032e-05,9741
"All",174000.5,"Pi",6.55628415012978e-05,9797
"All",175000.5,"Pi",7.65049068428022e-05,9744
"All",176000.5,"Pi",0.000142614078775425,9743
"All",177000.5,"Pi",0.000134016212274161,9941
"All",178000.5,"Pi",0.000133316478476756,9915
"All",179000.5,"Pi",0.000133639964017494,9891
"All",180000.5,"Pi",0.000131696043931867,9891
"All",181000.5,"Pi",0.000123684186382694,9891
"All",182000.5,"Pi",0.000138363508150793,9891
"All",183000.5,"Pi",0.000142178678412304,9891
"All",184000.5,"Pi",0.000157572218961321,9593
"All",185000.5,"Pi",0.000177543618938942,9524
"All",186000.5,"Pi",0.000106564352743947,9470
"All",187000.5,"Pi",0.000114406269797618,9468
"All",188000.5,"Pi",0.000105474515181425,9498
"All",189000.5,"Pi",0.000105208668892373,9522
"All",190000.5,"Pi",0.000107227920474702,9522
"All",191000.5,"Pi",0.000107265663494932,9522
"All",192000.5,"Pi",9.79620090081266e-05,9522
"All",193000.5,"Pi",0.000107605350677006,9522
"All",194000.5,"Pi",0.00011001291652238,9753
"All",195000.5,"Pi",8.94560260215861e-05,9875
"All",196000.5,"Pi",0.00010474791786598,9931
"All",197000.5,"Pi",0.000106698708842506,9933
"All",198000.5,"Pi",0.000177053283052155,9933
"All",199000.5,"Pi",0.000262640192433962,9933
"All",200000.5,"Pi",0.000265500332443034,9893
"All",201000.5,"Pi",0.000302478761774331,9823
"All",202000.5,"Pi",0.000461545167094765,9606
"All",203000.5,"Pi",0.000755824635811748,9604
"All",204000.5,"Pi",0.00128242072285002,9307
"All",205000.5,"Pi",0.00255679740742211,9301
"All",206000.5,"Pi",0.00359673194124206,9296
"All",207000.5,"Pi",0.0044851743989626,8949
"All",208000.5,"Pi",0.00493648382400033,7974
"All",209000.5,"Pi",0.00735971341910603,7963
"All",210000.5,"Pi",0.00779301501600346,7962
"All",211000.5,"Pi",0.00780295349659403,8032
"All",212000.5,"Pi",0.00747894383074862,8249
"All",213000.5,"Pi",0.00735541085824528,8251
"All",214000.5,"Pi",0.00685618274865733,8587
"All",215000.5,"Pi",0.00568380385025344,8576
"All",216000.5,"Pi",0.00458571868597968,8581
"All",217000.5,"Pi",0.00365248109719605,8928
"All",218000.5,"Pi",0.00344116074397922,9903
"All",219000.5,"Pi",0.00148468521827948,9757
"All",220000.5,"Pi",0.0011339021275589,9798
"All",221000.5,"Pi",0.00107650686472356,9741
"All",222000.5,"Pi",0.00104848551426234,9741
"All",223000.5,"Pi",0.000852716362414538,9712
"All",224000.5,"Pi",0.000550208382915368,9740
"All",225000.5,"Pi",0.000361967416486572,9757
"All",226000.5,"Pi",0.000326135827211974,9608
"All",227000.5,"Pi",0.000320356725789306,9608
"All",228000.5,"Pi",0.000179863511028117,9570
"All",229000.5,"Pi",0.000126583481107206,9646
"All",230000.5,"Pi",0.000115986678218724,9638
"All",231000.5,"Pi",0.000145683230720256,9695
"All",232000.5,"Pi",0.000154866229010105,9691
"All",233000.5,"Pi",0.000172151786407552,9720
"All",234000.5,"Pi",0.000158785620001553,9720
"All",235000.5,"Pi",0.000164498130955154,9720
"All",236000.5,"Pi",0.00020183990651587,9867
"All",237000.5,"Pi",0.000291857619463646,9848
"All",238000.5,"Pi",0.000314331967724928,9763
"All",239000.5,"Pi",0.000451896672532333,9794
"All",240000.5,"Pi",0.000496853235313469,9791
"All",241000.5,"Pi",0.000424856282104571,9766
"All",242000.5,"Pi",0.000578388285462309,9770
"All",243000.5,"Pi",0.000567381470837162,9722
"All",244000.5,"Pi",0.000683622864787545,9722
"All",245000.5,"Pi",0.00067610987247605,9720
"All",246000.5,"Pi",0.000672348059522839,9722
"All",247000.5,"Pi",0.000635853520776844,9721
"All",248000.5,"Pi",0.000612133524603378,9842
"All",249000.5,"Pi",0.000471852521154797,9892
"All",250000.5,"Pi",0.000423206631731207,9903
"All",251000.5,"Pi",0.000422993063588428,9908
"All",252000.5,"Pi",0.000265210474985719,9874
"All",253000.5,"Pi",0.000263891235735774,9922
"All",254000.5,"Pi",0.000153796196133978,9922
"All",255000.5,"Pi",0.000158868138890336,9724
"All",256000.5,"Pi",0.000123473526956836,9464
"All",257000.5,"Pi",7.91800291255183e-05,9484
"All",258000.5,"Pi",0.000117314796345264,9486
"All",259000.5,"Pi",0.000288562342339214,9471
"All",260000.5,"Pi",0.000343321288265879,9383
"All",261000.5,"Pi",0.000400633867902436,9354
"All",262000.5,"Pi",0.000432583738449918,9388
"All",263000.5,"Pi",0.000743589935039263,9386
"All",264000.5,"Pi",0.000793768854188025,9386
"All",265000.5,"Pi",0.000789114521175423,9583
"All",266000.5,"Pi",0.000786050787306974,9763
"All",267000.5,"Pi",0.000886271601998448,9146
"All",268000.5,"Pi",0.00103968310321308,8769
"All",269000.5,"Pi",0.000919972931262755,8784
"All",270000.5,"Pi",0.00091743044939023,8872
"All",271000.5,"Pi",0.000953847350397021,8872
"All",272000.5,"Pi",0.000899014783697568,8872
"All",273000.5,"Pi",0.00061325244482904,8782
"All",274000.5,"Pi",0.000559622367952443,8782
"All",275000.5,"Pi",0.000573770060825385,8728
"All",276000.5,"Pi",0.000572883779402724,8808
"All",277000.5,"Pi",0.000504791696156062,9423
"All",278000.5,"Pi",0.000339771259319551,9684
"All",279000.5,"Pi",0.000387099257937751,9583
"All",280000.5,"Pi",0.000388318097941468,9583
"All",281000.5,"Pi",0.0003110378427286,9593
"All",282000.5,"Pi",0.000303362111992225,9593
"All",283000.5,"Pi",0.000321028546988473,9617
"All",284000.5,"Pi",0.000423721806650229,9617
"All",285000.5,"Pi",0.000455644672198672,9674
"All",286000.5,"Pi",0.000457112096948109,9674
"All",287000.5,"Pi",0.000448307740421276,9676
"All",288000.5,"Pi",0.000500454338620731,9685
"All",289000.5,"Pi",0.000433078706254701,9759
"All",290000.5,"Pi",0.000494357870132917,9759
"All",291000.5,"Pi",0.000496314868520209,9798
"All",292000.5,"Pi",0.000634744571705137,9798
"All",293000.5,"Pi",0.000651042022399343,9866
"All",294000.5,"Pi",0.000556568530437239,9866
"All",295000.5,"Pi",0.000547279638804181,9866
"All",296000.5,"Pi",0.000631936047256052,9866
"All",297000.5,"Pi",0.000683324483827447,9701
"All",298000.5,"Pi",0.000712914062354161,8856
"All",299000.5,"Pi",0.000749939108336328,7883
"All",300000.5,"Pi",0.000658212322679423,7806
"All",301000.5,"Pi",0.000641384665285003,7806
"All",302000.5,"Pi",0.000525985148844198,7806
"All",303000.5,"Pi",0.000526762439138518,7788
"All",304000.5,"Pi",0.000580892298193226,7788
"All",305000.5,"Pi",0.000594695595083425,7784
"All",306000.5,"Pi",0.000475952638417543,7782
"All",307000.5,"Pi",0.000419499482192764,7901
"All",308000.5,"Pi",0.000360424215465359,8853
"All",309000.5,"Pi",0.000438056042734731,9756
"All",310000.5,"Pi",0.000512407712736421,9781
"All",311000.5,"Pi",0.00056646441057036,8781
"All",312000.5,"Pi",0.000573447450091816,7781
"All",313000.5,"Pi",0.000544237320455799,6799
"All",314000.5,"Pi",0.000546055668116401,5799
"All",315000.5,"Pi",0.000540542663979667,4803
"All",316000.5,"Pi",0.000662768169276487,3805
"All",317000.5,"Pi",0.000817417825683711,2851
"All",318000.5,"Pi",0.00119058540513542,1851
"All",319000.5,"Pi",0.00118242026529583,948
"All",320000.5,"Pi",NA,0
"All",321000.5,"Pi",NA,0
"All",322000.5,"Pi",NA,0
"All",323000.5,"Pi",NA,0
"All",324000.5,"Pi",NA,0
"All",325000.5,"Pi",NA,0
"All",326000.5,"Pi",NA,0
"All",327000.5,"Pi",NA,0
"All",328000.5,"Pi",NA,0
"All",329000.5,"Pi",0.00138090369524518,406
"All",330000.5,"Pi",0.00115600065947633,1406
"All",331000.5,"Pi",0.000699060972904666,2406
"All",332000.5,"Pi",0.000638907980991656,3404
"All",333000.5,"Pi",0.000523333765840578,4404
"All",334000.5,"Pi",0.000540712912401249,5404
"All",335000.5,"Pi",0.000465279950501894,6401
"All",336000.5,"Pi",0.000412906222686739,7350
"All",337000.5,"Pi",0.000442242200235647,8350
"All",338000.5,"Pi",0.000396961529037001,9350
"All",339000.5,"Pi",0.000352431839324476,9944
"All",340000.5,"Pi",0.000337910309491673,9939
"All",341000.5,"Pi",0.000375894366624779,9929
"All",342000.5,"Pi",0.000334966127510476,9896
"All",343000.5,"Pi",0.000364625194829416,9712
"All",344000.5,"Pi",0.000385754842796899,9712
"All",345000.5,"Pi",0.000411056580740831,9206
"All",346000.5,"Pi",0.000564729071858163,9193
"All",347000.5,"Pi",0.000622822415860187,9193
"All",348000.5,"Pi",0.000696846471625888,9193
"All",349000.5,"Pi",0.00141717343726705,8913
"All",350000.5,"Pi",0.00182276892612773,8552
"All",351000.5,"Pi",0.00186288044900427,8364
"All",352000.5,"Pi",0.0019577915587511,8180
"All",353000.5,"Pi",0.00207564269145248,8302
"All",354000.5,"Pi",0.00205321875480919,8302
"All",355000.5,"Pi",0.0019346069801868,8811
"All",356000.5,"Pi",0.00186081098030784,8424
"All",357000.5,"Pi",0.00188084549646638,8385
"All",358000.5,"Pi",0.00187691372428066,8040
"All",359000.5,"Pi",0.0011627855596306,7320
"All",360000.5,"Pi",0.000693380033482416,6686
"All",361000.5,"Pi",0.000715968441684486,5884
"All",362000.5,"Pi",0.000725785564892417,5103
"All",363000.5,"Pi",0.000511428290992947,4165
"All",364000.5,"Pi",0.000471974893865263,3165
"All",365000.5,"Pi",0.000646568270429877,2165
"All",366000.5,"Pi",0.00080829174561661,1616
"All",367000.5,"Pi",2.88059916462624e-05,655
"All",368000.5,"Pi",NA,0
"All",369000.5,"Pi",NA,0
"All",370000.5,"Pi",NA,0
"All",371000.5,"Pi",NA,0
"All",372000.5,"Pi",NA,0
"All",373000.5,"Pi",NA,0
"All",374000.5,"Pi",NA,0
"All",375000.5,"Pi",0.0545437224224,120
"All",376000.5,"Pi",0.0387045534796343,295
"All",377000.5,"Pi",0.0162429853550576,758
"All",378000.5,"Pi",0.00866069857524133,1526
"All",379000.5,"Pi",0.00568781652607987,2389
"All",380000.5,"Pi",0.00417509160377651,3295
"All",381000.5,"Pi",0.00326647556533174,4256
"All",382000.5,"Pi",0.00268366714372138,5256
"All",383000.5,"Pi",0.00251762056381752,5995
"All",384000.5,"Pi",0.00248839176759663,6073
"All",385000.5,"Pi",0.00127117521275549,6951
"All",386000.5,"Pi",0.000519394806606547,7776
"All",387000.5,"Pi",0.000420800337729721,8313
"All",388000.5,"Pi",0.00032512426792345,8501
"All",389000.5,"Pi",0.000330040113320155,8633
"All",390000.5,"Pi",0.00036585449973958,8727
"All",391000.5,"Pi",0.000398644685964046,8766
"All",392000.5,"Pi",0.000429700720274507,8766
"All",393000.5,"Pi",0.000337723741979061,9024
"All",394000.5,"Pi",0.000325307797339856,9944
"All",395000.5,"Pi",0.000343146793222485,9946
"All",396000.5,"Pi",0.000433279916499152,9944
"All",397000.5,"Pi",0.000445522992412233,9751
"All",398000.5,"Pi",0.000574600514500541,9795
"All",399000.5,"Pi",0.000582118561710398,9800
"All",400000.5,"Pi",0.000659772264701029,9800
"All",401000.5,"Pi",0.000629315877294314,9800
"All",402000.5,"Pi",0.00065040247905092,9800
"All",403000.5,"Pi",0.000734285734449335,9803
"All",404000.5,"Pi",0.000721906720067078,9764
"All",405000.5,"Pi",0.000686181897762498,9730
"All",406000.5,"Pi",0.000634599356186961,9732
"All",407000.5,"Pi",0.000681372799176502,9877
"All",408000.5,"Pi",0.000539920446469108,9877
"All",409000.5,"Pi",0.00049370946328343,9873
"All",410000.5,"Pi",0.000440751180449777,9837
"All",411000.5,"Pi",0.000445589292540732,9608
"All",412000.5,"Pi",0.000486211325841822,9608
"All",413000.5,"Pi",0.00038794789906285,9608
"All",414000.5,"Pi",0.00042513693634683,8765
"All",415000.5,"Pi",0.000444373515260164,8259
"All",416000.5,"Pi",0.000665711733569097,8259
"All",417000.5,"Pi",0.00147504966747369,8253
"All",418000.5,"Pi",0.00201082369350512,8253
"All",419000.5,"Pi",0.00271280617790497,8257
"All",420000.5,"Pi",0.00286120763508043,8258
"All",421000.5,"Pi",0.00287534521112624,8487
"All",422000.5,"Pi",0.00279745006130088,8487
"All",423000.5,"Pi",0.00293963926691516,8463
"All",424000.5,"Pi",0.00282364462913315,9343
"All",425000.5,"Pi",0.00267314461499636,9883
"All",426000.5,"Pi",0.00244439456465444,9883
"All",427000.5,"Pi",0.00171354604107508,9907
"All",428000.5,"Pi",0.0012640498629607,9902
"All",429000.5,"Pi",0.000722988249807684,9902
"All",430000.5,"Pi",0.00062679203238523,9830
"All",431000.5,"Pi",0.000557296210972739,9827
"All",432000.5,"Pi",0.000563831685216296,9795
"All",433000.5,"Pi",0.000457079379494997,9806
"All",434000.5,"Pi",0.000303667251910285,9810
"All",435000.5,"Pi",0.000338942557847418,9808
"All",436000.5,"Pi",0.000396093925661884,9806
"All",437000.5,"Pi",0.000420900979112248,9836
"All",438000.5,"Pi",0.000623863727973795,9841
"All",439000.5,"Pi",0.000646012844113589,9841
"All",440000.5,"Pi",0.000617316063295534,9948
"All",441000.5,"Pi",0.000786314757225048,9951
"All",442000.5,"Pi",0.000749054164766536,9983
"All",443000.5,"Pi",0.000926677948807555,9996
"All",444000.5,"Pi",0.000928614204386091,9956
"All",445000.5,"Pi",0.000891886083274822,9958
"All",446000.5,"Pi",0.000886078004741337,9960
"All",447000.5,"Pi",0.000835236724075096,9960
"All",448000.5,"Pi",0.000730452939105487,9866
"All",449000.5,"Pi",0.000671158115638816,9830
"All",450000.5,"Pi",0.000613410914568326,9830
"All",451000.5,"Pi",0.000436045936332985,9761
"All",452000.5,"Pi",0.00048407615873832,9761
"All",453000.5,"Pi",0.000286569842054332,9735
"All",454000.5,"Pi",0.000329681995850022,9775
"All",455000.5,"Pi",0.000333432142340119,9775
"All",456000.5,"Pi",0.000346447683716331,9442
"All",457000.5,"Pi",0.000336684573314964,9442
"All",458000.5,"Pi",0.000273649728347715,9536
"All",459000.5,"Pi",0.000319440236178522,9572
"All",460000.5,"Pi",0.000406377095711079,9553
"All",461000.5,"Pi",0.000426842442964331,9585
"All",462000.5,"Pi",0.000421761566307785,9562
"All",463000.5,"Pi",0.000424887803563028,9572
"All",464000.5,"Pi",0.00048209431521047,9563
"All",465000.5,"Pi",0.000539649926699382,9563
"All",466000.5,"Pi",0.000634654399815596,9894
"All",467000.5,"Pi",0.000748638916010715,9894
"All",468000.5,"Pi",0.000727825299764761,9894
"All",469000.5,"Pi",0.000673103287767328,9894
"All",470000.5,"Pi",0.000589316470468833,9913
"All",471000.5,"Pi",0.000562274825444938,9950
"All",472000.5,"Pi",0.000566533171999891,9971
"All",473000.5,"Pi",0.000560281664741536,9987
"All",474000.5,"Pi",0.000462125551029037,9996
"All",475000.5,"Pi",0.000431996698050289,9996
"All",476000.5,"Pi",0.000264689056409665,9998
"All",477000.5,"Pi",0.000189094422658117,9998
"All",478000.5,"Pi",0.000229932321259418,9996
"All",479000.5,"Pi",0.000239838188107587,9966
"All",480000.5,"Pi",0.000228532903779686,9966
"All",481000.5,"Pi",0.000276837300453444,9966
"All",482000.5,"Pi",0.000224629242770313,9968
"All",483000.5,"Pi",0.000271355586477183,9968
"All",484000.5,"Pi",0.000269462736905724,9968
"All",485000.5,"Pi",0.000319425947315489,9966
"All",486000.5,"Pi",0.000325562978751112,9952
"All",487000.5,"Pi",0.000479931603371218,9941
"All",488000.5,"Pi",0.000533788325711723,9943
"All",489000.5,"Pi",0.00066981307787192,9971
"All",490000.5,"Pi",0.000765822875072594,9954
"All",491000.5,"Pi",0.0016643161061922,9942
"All",492000.5,"Pi",0.00237648952818612,9895
"All",493000.5,"Pi",0.00279460610237776,9859
"All",494000.5,"Pi",0.00297131499906319,9797
"All",495000.5,"Pi",0.00309159295001131,9799
"All",496000.5,"Pi",0.00329110338166481,9813
"All",497000.5,"Pi",0.00362418522187415,9813
"All",498000.5,"Pi",0.00390810443553896,9736
"All",499000.5,"Pi",0.00376670899997226,9738
"All",500000.5,"Pi",0.00366144633595372,9755
"All",501000.5,"Pi",0.00269593994934125,9767
"All",502000.5,"Pi",0.00197109875536235,9814
"All",503000.5,"Pi",0.00151062671656568,9850
"All",504000.5,"Pi",0.00137894022165758,9910
"All",505000.5,"Pi",0.00118251219621646,9908
"All",506000.5,"Pi",0.000984137281774479,9908
"All",507000.5,"Pi",0.000454064263752931,9919
"All",508000.5,"Pi",0.000137670798515138,9899
"All",509000.5,"Pi",0.000172887221131088,9899
"All",510000.5,"Pi",0.000193309115689307,9899
"All",511000.5,"Pi",0.000333501996909354,9764
"All",512000.5,"Pi",0.000405856778854889,9762
"All",513000.5,"Pi",0.000422736503728258,9762
"All",514000.5,"Pi",0.000387461883291771,9764
"All",515000.5,"Pi",0.000465453785984391,9766
"All",516000.5,"Pi",0.000490201802417074,9766
"All",517000.5,"Pi",0.000568825054622913,9766
"All",518000.5,"Pi",0.000550917130237609,9861
"All",519000.5,"Pi",0.000541696419683458,9861
"All",520000.5,"Pi",0.000548420613743699,9861
"All",521000.5,"Pi",0.000444814044216069,9996
"All",522000.5,"Pi",0.000437517873749963,9975
"All",523000.5,"Pi",0.000437517873749963,9975
"All",524000.5,"Pi",0.000466629286603751,9975
"All",525000.5,"Pi",0.000395796319189708,9975
"All",526000.5,"Pi",0.000366365541340556,9968
"All",527000.5,"Pi",0.000321477965788817,9968
"All",528000.5,"Pi",0.000294542047965977,9937
"All",529000.5,"Pi",0.000262993619524079,9934
"All",530000.5,"Pi",0.000258218166222314,9934
"All",531000.5,"Pi",0.000277862644577301,9934
"All",532000.5,"Pi",0.000262647133585065,9943
"All",533000.5,"Pi",0.000235032468971932,9930
"All",534000.5,"Pi",0.000252115210788186,9930
"All",535000.5,"Pi",0.000265488247019342,9930
"All",536000.5,"Pi",0.000261503717806729,9937
"All",537000.5,"Pi",0.000229261056244638,9937
"All",538000.5,"Pi",0.000256402631073814,9970
"All",539000.5,"Pi",0.000261893095184491,9973
"All",540000.5,"Pi",0.000282769492988227,9944
"All",541000.5,"Pi",0.000264487870619946,9920
"All",542000.5,"Pi",0.000245138931934443,9871
"All",543000.5,"Pi",0.000309356732163174,9884
"All",544000.5,"Pi",0.000315357931251971,9815
"All",545000.5,"Pi",0.000297393504163417,9710
"All",546000.5,"Pi",0.000297516064849245,9706
"All",547000.5,"Pi",0.000323583433816746,9706
"All",548000.5,"Pi",0.00029815827993074,9664
"All",549000.5,"Pi",0.000288545069408496,9664
"All",550000.5,"Pi",0.000244245877644031,9693
"All",551000.5,"Pi",0.000226218929364879,9710
"All",552000.5,"Pi",0.000204820436728602,9755
"All",553000.5,"Pi",0.000147543385783847,9602
"All",554000.5,"Pi",0.000121784461074404,9641
"All",555000.5,"Pi",0.00012436985203971,9744
"All",556000.5,"Pi",0.000170127279316586,9748
"All",557000.5,"Pi",0.000142236654806239,9748
"All",558000.5,"Pi",0.000139699181463014,9790
"All",559000.5,"Pi",0.000164753626699779,9790
"All",560000.5,"Pi",0.000183438919923974,9790
"All",561000.5,"Pi",0.000153937139666907,9767
"All",562000.5,"Pi",0.000142451751286992,9785
"All",563000.5,"Pi",0.0001345629515756,9938
"All",564000.5,"Pi",0.000112254993156898,9968
